external_ref,oem,model,chemistry,rated_capacity_kwh,nominal_voltage,manufacture_date,source_city,source_state,lat,lng,cycle_count,capacity_now_kwh,avg_temp_c,max_temp_c,thermal_stress_hours,internal_resistance_mohm,ir_growth_pct,coulombic_efficiency,fade_rate,fade_acceleration,cv_phase_fraction,voltage_slope,voltage_variance,discharge_efficiency
BAT-0327,Fleet Operator C (2W),VoltPack-4000,NMC,4.0,52.0,2021-01-27,Bengaluru,Karnataka,12.9955,77.6884,773,2.64,36.5,40.7,53.2,26.8,15.2,0.9885,4.711,0.005,0.338,0.226,0.0913,0.9231
BAT-0328,Fleet Operator C (2W),VoltPack-4400,NMC,4.4,60.0,2021-05-18,Kochi,Kerala,9.9398,76.1451,1592,2.7,36.1,53.8,46.7,44.4,26.9,0.9871,1.953,0.025,0.372,0.248,0.0556,0.9135
BAT-0329,Fleet Operator B (4W),VoltPack-31100,NMC,31.1,96.0,2022-06-06,Hyderabad,Telangana,17.2678,78.4083,1116,23.09,32.4,46.8,26.7,24.3,29.9,0.9913,2.402,0.005,0.276,0.184,0.0536,0.9409
BAT-0330,Fleet Operator A (4W),VoltPack-28300,LFP,28.3,96.0,2022-11-02,Pune,Maharashtra,18.5821,73.7114,972,17.73,36.8,49.9,37.2,20.9,42.2,0.9875,3.143,0.041,0.363,0.242,0.1008,0.9162
BAT-0331,Fleet Operator B (2W),VoltPack-3000,NMC,3.0,52.0,2021-03-08,Mumbai,Maharashtra,18.96,72.7454,443,2.21,29.9,52.3,15.4,38.1,19.1,0.991,5.427,0.026,0.281,0.187,0.0646,0.9393
BAT-0332,Fleet Operator A (2W),VoltPack-4100,NMC,4.1,60.0,2022-01-11,Chennai,Tamil Nadu,13.2028,80.2797,1192,3.23,30.6,44.9,22.9,38.4,31.0,0.9927,1.699,0.019,0.242,0.161,0.0419,0.9505
BAT-0333,Fleet Operator A (4W),VoltPack-34400,LFP,34.4,96.0,2024-08-11,Ahmedabad,Gujarat,22.9922,72.6671,1418,21.59,36.7,45.7,23.4,19.2,35.2,0.9875,2.139,0.008,0.362,0.241,0.1128,0.9165
BAT-0334,Fleet Operator B (2W),VoltPack-3300,LFP,3.3,48.0,2021-08-19,Jaipur,Rajasthan,26.8402,75.8962,933,2.44,31.1,50.9,59.8,36.4,12.6,0.9912,3.119,0.032,0.277,0.185,0.0685,0.9404
BAT-0335,Fleet Operator A (2W),VoltPack-4300,NMC,4.3,48.0,2021-04-19,Mumbai,Maharashtra,19.0785,72.7785,930,3.64,33.7,40.6,16.1,19.0,19.7,0.9946,1.938,0.002,0.198,0.132,0.041,0.9629
BAT-0336,Fleet Operator A (2W),VoltPack-3500,NMC,3.5,48.0,2024-11-19,Hyderabad,Telangana,17.4843,78.4982,401,2.54,31.1,44.7,57.8,20.9,25.8,0.9908,7.629,0.018,0.287,0.191,0.0432,0.9376
BAT-0337,Fleet Operator B (2W),VoltPack-4200,NMC,4.2,48.0,2021-11-08,Nagpur,Maharashtra,20.9962,79.0015,449,3.16,32.2,41.7,47.9,19.5,33.1,0.9916,4.947,0.019,0.268,0.179,0.0538,0.943
BAT-0338,Fleet Operator A (3W),VoltPack-5300,NMC,5.3,48.0,2021-10-16,Nagpur,Maharashtra,21.1151,79.0927,522,3.92,34.1,42.0,54.0,37.3,17.1,0.9911,5.294,0.036,0.278,0.186,0.05,0.9401
BAT-0339,Fleet Operator C (2W),VoltPack-3000,NMC,3.0,60.0,2023-02-21,Pune,Maharashtra,18.4368,73.9561,1284,2.15,33.9,49.2,21.2,23.0,41.2,0.9904,1.906,0.041,0.294,0.196,0.0858,0.9356
BAT-0340,Fleet Operator A (2W),VoltPack-4100,LFP,4.1,48.0,2022-03-25,Pune,Maharashtra,18.5745,73.9886,1436,2.72,30.8,48.2,35.4,32.8,54.6,0.9887,2.588,0.019,0.335,0.223,0.0488,0.9242
BAT-0341,Fleet Operator C (2W),VoltPack-3300,LFP,3.3,52.0,2022-04-04,Lucknow,Uttar Pradesh,26.6982,81.0814,1002,2.08,36.2,42.4,23.6,31.2,44.7,0.9876,4.316,0.038,0.361,0.24,0.0956,0.9168
BAT-0342,Fleet Operator A (2W),VoltPack-3600,NMC,3.6,48.0,2024-11-01,Hyderabad,Telangana,17.3825,78.536,837,2.61,35.4,44.6,70.2,12.7,73.4,0.9907,2.79,0.028,0.289,0.192,0.0876,0.9372
BAT-0343,Fleet Operator A (2W),VoltPack-3300,LFP,3.3,52.0,2021-06-18,Pune,Maharashtra,18.6531,73.7959,1363,2.38,36.2,64.8,142.8,20.8,48.9,0.9906,1.901,0.016,0.292,0.194,0.0997,0.9364
BAT-0344,Fleet Operator B (2W),VoltPack-3100,NMC,3.1,52.0,2024-08-19,Bengaluru,Karnataka,12.8753,77.6407,597,2.39,29.9,44.5,12.5,25.0,28.4,0.9922,3.741,0.022,0.254,0.169,0.0423,0.9471
BAT-0345,Fleet Operator A (2W),VoltPack-3600,LFP,3.6,48.0,2022-06-17,Pune,Maharashtra,18.607,73.7432,891,2.47,34.8,45.2,35.2,29.4,11.4,0.9894,3.617,0.037,0.318,0.212,0.0937,0.9289
BAT-0346,Fleet Operator A (2W),VoltPack-3900,NMC,3.9,52.0,2022-01-06,New Delhi,Delhi,28.7142,77.1317,1740,2.98,31.7,46.8,39.3,37.4,69.4,0.992,1.141,0.023,0.259,0.173,0.0808,0.9456
BAT-0347,Fleet Operator B (2W),VoltPack-4000,NMC,4.0,52.0,2023-09-11,Pune,Maharashtra,18.5443,73.7814,1348,2.93,29.8,48.8,55.9,12.9,35.2,0.991,1.728,0.043,0.283,0.188,0.0851,0.9389
BAT-0348,Fleet Operator B (2W),VoltPack-3900,NMC,3.9,52.0,2023-01-03,Pune,Maharashtra,18.5163,73.7215,646,2.58,31.6,43.6,31.8,36.5,42.1,0.9887,5.823,0.081,0.336,0.224,0.1333,0.9239
BAT-0349,Fleet Operator A (4W),VoltPack-34500,NMC,34.5,96.0,2022-10-26,Bengaluru,Karnataka,12.9482,77.6683,851,23.94,32.9,44.8,29.1,13.1,31.8,0.9897,3.381,0.04,0.312,0.208,0.0826,0.9306
BAT-0350,Fleet Operator A (3W),VoltPack-7900,LCO,7.9,60.0,2023-02-05,Chennai,Tamil Nadu,13.1692,80.3707,1918,4.61,34.9,48.7,117.0,21.3,24.0,0.9861,2.016,0.08,0.395,0.264,0.0675,0.907
BAT-0351,Fleet Operator A (2W),VoltPack-3800,LFP,3.8,48.0,2021-06-09,Lucknow,Uttar Pradesh,26.7036,81.0652,1178,2.72,32.0,44.9,43.4,43.2,54.1,0.9904,2.045,0.013,0.296,0.197,0.0626,0.9353
BAT-0352,Fleet Operator A (2W),VoltPack-4000,NMC,4.0,60.0,2024-03-03,Chennai,Tamil Nadu,13.1498,80.3506,1065,2.67,33.0,51.7,64.4,39.2,73.7,0.9888,2.535,0.103,0.331,0.221,0.1096,0.9251
BAT-0353,Fleet Operator B (2W),VoltPack-3300,LFP,3.3,52.0,2021-01-27,Lucknow,Uttar Pradesh,26.8203,81.0942,1116,2.61,38.3,61.0,136.0,19.9,24.1,0.9929,1.576,0.041,0.238,0.159,0.0396,0.9515
BAT-0354,Fleet Operator C (2W),VoltPack-4300,NMC,4.3,60.0,2023-08-01,Kochi,Kerala,9.9214,76.1441,1824,2.77,37.3,47.1,33.9,20.3,47.6,0.988,1.796,0.014,0.35,0.233,0.116,0.9199
BAT-0355,Fleet Operator B (2W),VoltPack-3800,NMC,3.8,48.0,2022-02-10,Pune,Maharashtra,18.5842,73.9294,773,2.41,37.7,40.6,64.5,13.7,56.5,0.9877,5.483,0.023,0.357,0.238,0.0531,0.9178
BAT-0356,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,48.0,2022-01-01,Chennai,Tamil Nadu,13.2208,80.3802,1418,2.34,30.3,40.1,36.9,34.2,19.8,0.9917,1.909,0.012,0.266,0.177,0.0585,0.9437
BAT-0357,Fleet Operator C (2W),VoltPack-4000,LFP,4.0,60.0,2023-12-03,New Delhi,Delhi,28.6138,77.2221,1513,2.89,36.0,47.6,12.5,23.7,47.5,0.9906,2.135,0.075,0.292,0.194,0.1032,0.9364
BAT-0358,Fleet Operator A (2W),VoltPack-3400,LFP,3.4,60.0,2024-04-03,Nagpur,Maharashtra,21.2033,79.0855,822,2.24,37.3,48.0,64.9,18.7,16.3,0.9885,4.791,0.027,0.338,0.226,0.0477,0.9231
BAT-0359,Fleet Operator A (3W),VoltPack-7700,NMC,7.7,60.0,2023-10-21,Ahmedabad,Gujarat,23.1631,72.5381,715,5.75,30.8,47.6,55.5,12.2,44.5,0.9914,3.864,0.042,0.273,0.182,0.0543,0.9418
BAT-0360,Fleet Operator A (2W),VoltPack-3400,LCO,3.4,60.0,2023-11-23,Bengaluru,Karnataka,12.9736,77.4873,418,2.79,31.6,43.3,12.6,24.7,19.5,0.9938,3.48,0.004,0.217,0.145,0.0311,0.9576
BAT-0361,Fleet Operator A (3W),VoltPack-6700,LCO,6.7,48.0,2022-12-16,Chennai,Tamil Nadu,12.9871,80.2444,1467,4.32,36.3,50.6,80.4,42.9,82.2,0.9881,2.433,0.019,0.349,0.232,0.0881,0.9202
BAT-0362,Fleet Operator A (2W),VoltPack-4100,NMC,4.1,60.0,2024-01-04,Hyderabad,Telangana,17.4578,78.5348,712,3.03,31.5,47.6,58.4,44.7,16.1,0.9912,3.099,0.012,0.278,0.185,0.0892,0.9402
BAT-0363,Fleet Operator B (2W),VoltPack-3300,NMC,3.3,52.0,2023-11-25,Ahmedabad,Gujarat,23.0025,72.5167,428,3.02,30.5,41.6,12.7,17.7,13.1,0.9969,1.73,0.006,0.145,0.097,0.0177,0.9778
BAT-0364,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,48.0,2021-04-13,Bengaluru,Karnataka,12.8236,77.5773,718,2.49,33.5,42.2,51.3,19.7,43.1,0.9902,3.385,0.085,0.299,0.199,0.0851,0.9342
BAT-0365,Fleet Operator A (2W),VoltPack-4000,NMC,4.0,60.0,2023-05-01,Pune,Maharashtra,18.6151,73.9396,1215,2.89,31.4,51.5,54.1,43.8,31.1,0.9906,2.669,0.04,0.291,0.194,0.071,0.9367
BAT-0366,Fleet Operator B (2W),VoltPack-4100,LFP,4.1,52.0,2023-08-07,Chennai,Tamil Nadu,13.1112,80.3476,507,2.94,33.7,48.1,31.8,44.3,34.7,0.9904,5.996,0.114,0.295,0.196,0.1048,0.9355
BAT-0367,Fleet Operator B (3W),VoltPack-7500,LFP,7.5,48.0,2022-04-28,Pune,Maharashtra,18.5503,73.933,1141,3.89,35.4,52.8,41.2,42.4,56.1,0.985,3.4,0.03,0.42,0.28,0.1665,0.9
BAT-0368,Fleet Operator A (2W),VoltPack-3400,NMC,3.4,60.0,2021-02-28,Jaipur,Rajasthan,26.7705,75.7504,1020,2.52,30.2,43.4,54.6,21.5,24.6,0.9912,2.508,0.008,0.276,0.184,0.0484,0.9407
BAT-0369,Fleet Operator B (2W),VoltPack-4400,LFP,4.4,52.0,2022-12-23,Pune,Maharashtra,18.5742,73.7625,1309,3.18,34.5,41.1,35.0,27.0,44.1,0.9907,2.288,0.013,0.29,0.193,0.1017,0.9369
BAT-0370,Fleet Operator B (3W),VoltPack-5300,LCO,5.3,48.0,2022-05-26,Chennai,Tamil Nadu,12.9798,80.1828,1162,3.31,36.7,44.8,33.8,41.3,52.9,0.9874,3.834,0.088,0.364,0.242,0.1168,0.916
BAT-0371,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,52.0,2023-09-16,Mumbai,Maharashtra,19.0291,72.7768,1188,2.7,30.0,41.9,45.6,17.8,32.7,0.9922,1.622,0.107,0.254,0.169,0.0457,0.9471
BAT-0372,Fleet Operator A (4W),VoltPack-25100,NMC,25.1,96.0,2021-02-26,Hyderabad,Telangana,17.3947,78.463,954,16.0,37.7,46.0,79.8,42.8,26.9,0.9878,3.334,0.115,0.354,0.236,0.0847,0.9186
BAT-0373,Fleet Operator C (4W),VoltPack-33500,LFP,33.5,96.0,2024-09-15,Mumbai,Maharashtra,19.0508,72.9879,1389,23.15,30.8,47.9,68.2,18.7,36.8,0.9896,2.074,0.119,0.314,0.21,0.0472,0.9299
BAT-0374,Fleet Operator B (3W),VoltPack-6100,NMC,6.1,60.0,2022-07-01,Hyderabad,Telangana,17.4121,78.4487,609,4.45,35.4,42.7,24.3,22.9,33.6,0.9908,3.854,0.01,0.286,0.19,0.0389,0.938
BAT-0375,Fleet Operator C (2W),VoltPack-4000,NMC,4.0,48.0,2022-01-25,Mumbai,Maharashtra,19.0094,72.9619,523,3.15,31.9,41.1,23.9,14.5,41.1,0.9928,3.46,0.019,0.241,0.161,0.0438,0.9507
BAT-0376,Fleet Operator A (2W),VoltPack-3300,LFP,3.3,48.0,2021-05-27,Bengaluru,Karnataka,13.0237,77.498,955,2.46,32.7,43.9,48.5,34.4,48.1,0.9914,2.444,0.031,0.273,0.182,0.0479,0.9416
BAT-0377,Fleet Operator C (2W),VoltPack-3300,NMC,3.3,60.0,2024-12-11,Bengaluru,Karnataka,12.9274,77.7415,996,2.11,36.4,40.5,38.5,42.4,44.9,0.9879,4.136,0.004,0.353,0.235,0.0919,0.9191
BAT-0378,Fleet Operator B (2W),VoltPack-4400,NMC,4.4,48.0,2023-04-23,Chennai,Tamil Nadu,13.1591,80.4137,443,4.05,31.0,37.5,12.1,14.7,15.2,0.997,2.098,0.026,0.142,0.095,0.012,0.9788
BAT-0379,Fleet Operator C (2W),VoltPack-3100,LFP,3.1,48.0,2021-02-12,Mumbai,Maharashtra,19.0112,72.7576,773,2.22,35.6,48.5,29.8,28.0,46.0,0.9904,3.299,0.013,0.294,0.196,0.0529,0.9356
BAT-0380,Fleet Operator A (2W),VoltPack-3500,LFP,3.5,48.0,2022-01-02,New Delhi,Delhi,28.5172,77.1497,679,2.55,31.7,51.6,34.3,15.6,34.9,0.9908,3.757,0.028,0.285,0.19,0.0521,0.9382
BAT-0381,Fleet Operator B (3W),VoltPack-7200,LFP,7.2,48.0,2021-04-15,Kochi,Kerala,10.0644,76.3589,1062,5.56,34.3,42.6,26.2,21.9,45.8,0.9922,1.822,0.002,0.254,0.169,0.0478,0.9471
BAT-0382,Fleet Operator A (2W),VoltPack-3800,LCO,3.8,48.0,2023-07-24,Bengaluru,Karnataka,13.1099,77.4678,1708,2.04,35.1,43.7,52.0,29.3,49.8,0.985,2.476,0.103,0.42,0.28,0.0779,0.9
BAT-0383,Fleet Operator C (2W),VoltPack-3300,NMC,3.3,60.0,2023-03-15,Pune,Maharashtra,18.5175,73.7466,1324,2.44,32.2,44.6,32.5,20.6,48.3,0.9911,1.977,0.009,0.279,0.186,0.0379,0.9401
BAT-0384,Fleet Operator C (2W),VoltPack-3500,LFP,3.5,52.0,2024-02-21,Bengaluru,Karnataka,13.0724,77.5574,1424,2.51,31.7,49.5,46.4,28.7,37.1,0.9905,2.136,0.1,0.294,0.196,0.075,0.9357
BAT-0385,Fleet Operator C (2W),VoltPack-4100,LFP,4.1,60.0,2023-11-14,Hyderabad,Telangana,17.4832,78.511,1234,2.72,37.1,60.4,61.0,16.6,39.4,0.9887,2.472,0.016,0.335,0.223,0.0526,0.9241
BAT-0386,Fleet Operator A (2W),VoltPack-4100,LFP,4.1,48.0,2021-03-11,Bengaluru,Karnataka,13.0975,77.659,235,3.71,29.5,39.6,3.8,39.7,10.2,0.9965,3.363,0.014,0.155,0.103,0.0181,0.9752
BAT-0387,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,52.0,2023-10-25,Bengaluru,Karnataka,12.8662,77.4619,641,3.25,34.7,47.8,50.7,27.0,44.8,0.9917,3.144,0.004,0.265,0.177,0.0859,0.9438
BAT-0388,Fleet Operator B (2W),VoltPack-3800,LFP,3.8,48.0,2022-02-16,Mumbai,Maharashtra,19.0531,72.911,977,2.96,31.9,40.7,33.4,35.7,53.7,0.9924,2.305,0.029,0.249,0.166,0.0774,0.9484
BAT-0389,Fleet Operator A (2W),VoltPack-3200,LCO,3.2,52.0,2024-12-25,Bengaluru,Karnataka,13.1029,77.5399,674,2.01,33.8,45.7,73.3,43.5,52.7,0.9875,4.444,0.077,0.361,0.241,0.0523,0.9166
BAT-0390,Fleet Operator C (3W),VoltPack-7500,LFP,7.5,48.0,2021-12-01,Pune,Maharashtra,18.4507,73.7753,905,5.75,33.0,42.0,42.6,35.2,29.5,0.992,2.175,0.017,0.257,0.172,0.0534,0.9461
BAT-0391,Fleet Operator C (2W),VoltPack-4300,LFP,4.3,52.0,2023-08-27,Ahmedabad,Gujarat,22.9807,72.6511,939,3.57,30.2,47.3,8.4,20.6,12.6,0.9941,1.808,0.025,0.21,0.14,0.04,0.9595
BAT-0392,Fleet Operator A (2W),VoltPack-3200,NMC,3.2,60.0,2024-02-16,Chennai,Tamil Nadu,13.0039,80.383,1262,2.34,34.9,50.3,32.8,16.7,38.5,0.9909,1.966,0.106,0.285,0.19,0.0969,0.9383
BAT-0393,Fleet Operator B (2W),VoltPack-4100,LFP,4.1,48.0,2022-03-04,Mumbai,Maharashtra,19.1636,72.739,1357,3.01,36.0,41.8,36.3,43.6,31.6,0.991,1.627,0.005,0.281,0.187,0.0754,0.9393
BAT-0394,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,48.0,2024-05-11,Pune,Maharashtra,18.6515,73.8363,473,2.87,28.8,42.6,19.3,42.6,9.9,0.9938,3.923,0.028,0.217,0.145,0.0308,0.9575
BAT-0395,Fleet Operator B (2W),VoltPack-4000,NMC,4.0,48.0,2022-10-18,New Delhi,Delhi,28.7627,77.219,1000,3.08,30.7,40.4,34.5,34.8,26.1,0.9921,2.15,0.005,0.255,0.17,0.0688,0.9466
BAT-0396,Fleet Operator C (2W),VoltPack-3600,NMC,3.6,52.0,2021-04-09,Bengaluru,Karnataka,13.0237,77.5237,1249,2.64,34.6,44.2,48.9,17.0,25.3,0.991,2.145,0.02,0.282,0.188,0.0935,0.9392
BAT-0397,Fleet Operator A (2W),VoltPack-3300,NMC,3.3,60.0,2023-12-17,New Delhi,Delhi,28.7473,77.1002,1706,1.59,38.2,42.2,69.4,36.9,41.3,0.985,3.131,0.038,0.42,0.28,0.0947,0.9
BAT-0398,Fleet Operator B (2W),VoltPack-4200,NMC,4.2,52.0,2022-03-04,New Delhi,Delhi,28.5948,77.2031,576,3.64,30.2,40.9,5.9,42.1,11.3,0.9953,1.872,0.018,0.182,0.122,0.0276,0.9674
BAT-0399,Fleet Operator B (3W),VoltPack-6900,NMC,6.9,60.0,2024-10-19,Mumbai,Maharashtra,19.0652,72.9968,1399,4.56,34.2,59.6,141.2,13.7,33.0,0.9886,2.236,0.119,0.337,0.225,0.0641,0.9236
BAT-0400,Fleet Operator A (2W),VoltPack-3900,LFP,3.9,52.0,2022-10-08,Pune,Maharashtra,18.4713,73.7378,787,2.88,34.4,43.1,46.5,39.6,37.0,0.9911,3.191,0.005,0.278,0.185,0.0975,0.9402
BAT-0401,Fleet Operator B (3W),VoltPack-6300,LCO,6.3,60.0,2023-10-17,Pune,Maharashtra,18.652,74.0056,1596,3.08,33.7,53.8,53.7,25.7,23.8,0.985,3.007,0.024,0.42,0.28,0.1656,0.9
BAT-0402,Fleet Operator A (2W),VoltPack-4400,NMC,4.4,48.0,2024-12-14,New Delhi,Delhi,28.6018,77.297,1088,2.98,31.8,43.4,71.6,15.5,30.5,0.9891,2.864,0.101,0.324,0.216,0.0573,0.9271
BAT-0403,Fleet Operator A (2W),VoltPack-3200,NMC,3.2,60.0,2021-12-04,New Delhi,Delhi,28.5628,77.3162,609,2.08,32.5,53.0,88.8,22.5,11.7,0.9883,5.545,0.017,0.345,0.23,0.0693,0.9213
BAT-0404,Fleet Operator B (2W),VoltPack-3100,NMC,3.1,48.0,2023-12-05,Nagpur,Maharashtra,21.044,79.0042,422,2.57,31.2,45.3,23.2,23.9,20.1,0.9941,3.576,0.04,0.21,0.14,0.0558,0.9594
BAT-0405,Fleet Operator C (2W),VoltPack-3500,NMC,3.5,60.0,2024-06-14,Hyderabad,Telangana,17.3606,78.4817,357,2.93,33.7,47.1,12.7,21.3,19.8,0.9943,4.812,0.002,0.206,0.137,0.0277,0.9607
BAT-0406,Fleet Operator A (3W),VoltPack-7600,LFP,7.6,48.0,2023-06-23,Mumbai,Maharashtra,19.0035,72.8504,1329,5.08,35.3,52.6,77.5,19.1,47.9,0.9888,2.541,0.026,0.331,0.221,0.0867,0.9251
BAT-0407,Fleet Operator A (2W),VoltPack-3100,LFP,3.1,52.0,2021-05-24,Hyderabad,Telangana,17.4267,78.4938,1207,2.07,36.7,51.9,20.9,41.3,14.5,0.9888,2.619,0.007,0.333,0.222,0.0796,0.9248
BAT-0408,Fleet Operator B (2W),VoltPack-4300,NMC,4.3,52.0,2023-12-11,Chennai,Tamil Nadu,13.0746,80.1491,652,3.59,28.6,48.7,13.0,41.4,34.7,0.9942,2.78,0.037,0.207,0.138,0.0433,0.9603
BAT-0409,Fleet Operator B (2W),VoltPack-3900,NMC,3.9,52.0,2022-04-27,Jaipur,Rajasthan,26.9566,75.8359,408,3.44,28.3,43.1,16.9,27.0,9.6,0.9958,2.765,0.024,0.171,0.114,0.0308,0.9706
BAT-0410,Fleet Operator A (3W),VoltPack-5700,NMC,5.7,60.0,2022-07-15,New Delhi,Delhi,28.5665,77.1004,441,4.98,28.6,43.9,17.3,41.2,18.3,0.9955,2.427,0.01,0.177,0.118,0.0371,0.9687
BAT-0411,Fleet Operator A (2W),VoltPack-4200,LFP,4.2,48.0,2022-08-03,Bengaluru,Karnataka,12.8339,77.6419,806,3.02,35.6,65.7,82.2,23.3,24.3,0.9905,3.034,0.016,0.294,0.196,0.0412,0.9357
BAT-0412,Fleet Operator B (2W),VoltPack-4200,NMC,4.2,60.0,2023-08-01,Hyderabad,Telangana,17.4795,78.4984,839,3.18,35.5,52.6,27.3,22.5,19.6,0.9917,3.114,0.013,0.265,0.176,0.0449,0.944
BAT-0413,Fleet Operator A (2W),VoltPack-3700,LCO,3.7,60.0,2021-02-02,Bengaluru,Karnataka,13.1211,77.4522,1597,1.99,33.3,42.1,98.6,41.9,34.6,0.985,2.696,0.043,0.42,0.28,0.0935,0.9
BAT-0414,Fleet Operator A (2W),VoltPack-3600,NMC,3.6,48.0,2024-04-16,Lucknow,Uttar Pradesh,26.8175,81.0426,1004,2.47,37.0,43.5,87.8,43.7,31.3,0.9894,2.753,0.019,0.318,0.212,0.0522,0.9288
BAT-0415,Fleet Operator A (2W),VoltPack-3500,NMC,3.5,52.0,2024-11-14,Hyderabad,Telangana,17.4606,78.3899,324,2.99,31.0,40.1,23.5,13.0,34.5,0.9948,4.643,0.005,0.193,0.128,0.0457,0.9644
BAT-0416,Fleet Operator B (2W),VoltPack-3500,NMC,3.5,52.0,2021-04-12,Ahmedabad,Gujarat,23.0566,72.5716,1498,2.54,34.0,42.6,46.6,42.6,36.7,0.9907,1.726,0.112,0.288,0.192,0.0731,0.9374
BAT-0417,Fleet Operator C (2W),VoltPack-3800,NMC,3.8,52.0,2023-01-18,Ahmedabad,Gujarat,22.9384,72.6851,950,2.72,32.1,49.8,11.1,22.2,18.0,0.9904,3.074,0.027,0.295,0.197,0.1053,0.9353
BAT-0418,Fleet Operator B (2W),VoltPack-3500,LCO,3.5,52.0,2022-02-04,Chennai,Tamil Nadu,13.2214,80.2909,1363,2.78,29.6,52.5,34.3,37.1,45.4,0.9929,1.499,0.035,0.238,0.158,0.0678,0.9517
BAT-0419,Fleet Operator A (2W),VoltPack-3100,NMC,3.1,60.0,2023-07-14,Ahmedabad,Gujarat,22.9626,72.6217,1532,2.38,34.4,46.8,56.1,34.2,23.2,0.9921,1.448,0.118,0.257,0.171,0.0846,0.9462
BAT-0420,Fleet Operator B (2W),VoltPack-3400,NMC,3.4,60.0,2024-08-16,Lucknow,Uttar Pradesh,26.8498,80.8915,810,2.14,32.9,51.2,31.7,36.0,39.2,0.9876,3.869,0.006,0.36,0.24,0.1112,0.9169
BAT-0421,Fleet Operator B (2W),VoltPack-3100,LFP,3.1,60.0,2023-04-24,Mumbai,Maharashtra,19.0063,72.9692,583,2.88,28.6,37.9,8.1,18.2,15.6,0.9973,1.42,0.011,0.137,0.091,0.0087,0.9803
BAT-0422,Fleet Operator A (4W),VoltPack-39100,LFP,39.1,96.0,2022-11-20,New Delhi,Delhi,28.6432,77.3516,759,24.11,37.6,53.6,51.8,34.6,10.0,0.9872,5.198,0.026,0.37,0.247,0.1272,0.9142
BAT-0423,Fleet Operator C (2W),VoltPack-3700,LFP,3.7,48.0,2023-12-17,Pune,Maharashtra,18.4674,73.7934,1335,2.41,35.3,44.2,53.3,15.6,20.0,0.9883,2.516,0.015,0.343,0.229,0.1087,0.9218
BAT-0424,Fleet Operator A (2W),VoltPack-3100,LCO,3.1,48.0,2024-05-27,Pune,Maharashtra,18.4538,73.9261,1374,1.48,34.6,52.5,75.5,13.5,52.7,0.985,3.91,0.018,0.42,0.28,0.1756,0.9
BAT-0425,Fleet Operator C (2W),VoltPack-3900,NMC,3.9,52.0,2022-08-11,Lucknow,Uttar Pradesh,26.8793,81.0723,1348,2.89,35.8,50.5,39.5,37.7,42.7,0.9912,2.278,0.038,0.277,0.185,0.0449,0.9405
BAT-0426,Fleet Operator C (2W),VoltPack-3400,LFP,3.4,52.0,2022-12-13,Jaipur,Rajasthan,26.9135,75.7061,683,2.33,34.5,46.8,87.7,16.9,15.2,0.9894,4.523,0.036,0.319,0.213,0.0767,0.9287
BAT-0427,Fleet Operator A (2W),VoltPack-3100,LCO,3.1,48.0,2023-03-13,Ahmedabad,Gujarat,23.0131,72.6919,1049,2.15,31.9,48.6,49.7,28.4,29.7,0.9897,3.095,0.039,0.312,0.208,0.0669,0.9306
BAT-0428,Fleet Operator A (2W),VoltPack-4300,LFP,4.3,60.0,2021-11-25,Mumbai,Maharashtra,19.1635,72.7689,804,3.2,32.1,46.8,35.8,42.0,50.6,0.9913,3.718,0.008,0.275,0.183,0.0746,0.9411
BAT-0429,Fleet Operator B (2W),VoltPack-3500,LCO,3.5,48.0,2021-02-19,Bengaluru,Karnataka,12.875,77.7242,888,2.54,32.4,52.8,27.1,25.3,30.8,0.9907,3.222,0.006,0.287,0.192,0.1033,0.9376
BAT-0430,Fleet Operator B (2W),VoltPack-4200,LFP,4.2,52.0,2024-12-23,Pune,Maharashtra,18.641,73.8009,442,3.81,27.8,42.0,11.9,37.3,16.8,0.9966,2.464,0.007,0.152,0.101,0.0183,0.9759
BAT-0431,Fleet Operator C (4W),VoltPack-25200,LCO,25.2,96.0,2023-10-27,Jaipur,Rajasthan,27.013,75.8401,739,21.54,33.0,48.8,34.0,38.5,30.0,0.9949,2.103,0.021,0.191,0.128,0.0233,0.9647
BAT-0432,Fleet Operator B (2W),VoltPack-4000,NMC,4.0,52.0,2021-04-04,Bengaluru,Karnataka,13.0635,77.6825,1182,2.9,29.6,50.6,47.4,38.9,20.6,0.9907,2.408,0.036,0.289,0.193,0.1046,0.937
BAT-0433,Fleet Operator A (2W),VoltPack-4100,NMC,4.1,48.0,2024-10-26,Hyderabad,Telangana,17.2641,78.4459,1451,3.05,35.7,51.5,39.5,23.8,41.7,0.9913,1.659,0.005,0.275,0.183,0.0397,0.941
BAT-0434,Fleet Operator C (2W),VoltPack-3700,NMC,3.7,52.0,2023-09-08,New Delhi,Delhi,28.5159,77.14,948,3.04,31.2,47.0,6.6,21.2,22.8,0.9938,2.169,0.021,0.216,0.144,0.0453,0.9578
BAT-0435,Fleet Operator B (3W),VoltPack-5200,LFP,5.2,48.0,2021-05-06,Ahmedabad,Gujarat,23.0641,72.6436,1646,3.43,37.2,57.3,82.7,23.0,36.5,0.9886,2.215,0.077,0.338,0.225,0.0745,0.9233
